user_id,book_code,rating
276925,11950,1
276925,1062,1
276925,7632,1
276925,7735,1
276925,402,1
276925,3873,1
276925,186,1
276925,395,1
276925,3140,1
276925,4896,1
276925,6636,1
276925,12064,1
276925,2827,1
276925,3603,1
276925,67,1
276925,18288,1
276925,3242,1
276925,3076,1
276925,777,1
277195,1067,1
277195,402,1
277195,9827,1
277195,8063,1
277195,36,1
277195,5350,1
277195,5408,1
277195,1435,1
277195,4438,1
277195,66,1
277195,1428,1
277195,1709,1
277195,1092,1
277195,223,1
277195,6463,1
277195,3509,1
277195,1762,1
277195,992,1
277195,6379,1
277195,1061,1
277195,1686,1
277195,1015,1
277195,50375,1
277195,1317,1
277195,6340,1
277195,2939,1
277195,19062,1
277195,16935,1
277195,3058,1
277378,12409,1
277378,37765,1
277378,6079,1
277378,17863,1
277378,2242,1
277378,756,1
277378,3872,1
277378,9308,1
277378,5858,1
277378,6503,1
277378,1829,1
277378,1299,1
277378,3252,1
277378,633,1
277378,4166,1
277378,4433,1
277378,13399,1
277478,26692,1
277478,23843,1
277478,33235,1
277478,3832,1
277478,2385,1
277478,1256,1
277478,17236,1
277478,1040,1
277478,12826,1
277478,20660,1
277478,8617,1
277478,1252,1
277478,13907,1
277478,12553,1
277478,1760,1
277478,3810,1
277478,52,1
277478,18,1
277478,3547,1
277478,1568,1
277478,3115,1
277478,568,1
277478,3152,1
277478,12129,1
277478,3364,1
277478,2294,1
277478,6724,1
277478,650,1
277478,2125,1
277478,3042,1
277478,107,1
277478,4935,1
277478,4896,1
277639,9308,1
277639,19956,1
277639,4401,1
277639,8501,1
277639,2102,1
277639,6393,1
277639,129,1
277639,5207,1
277639,10101,1
277639,18143,1
277639,358,1
277639,860,1
277639,6907,1
277639,10635,1
277639,4708,1
277639,3506,1
277639,2709,1
277639,763,1
277639,10145,1
277639,23687,1
277639,227,1
277639,8168,1
277639,13831,1
277639,20069,1
277639,3904,1
277639,1034,1
277639,1924,1
277639,4191,1
277928,398,1
277928,208,1
277928,15634,1
277928,2306,1
277928,358,1
277928,1442,1
277928,2661,1
277928,5338,1
277928,166,1
277928,731,1
277928,94,1
277928,1537,1
277928,8768,1
277928,12945,1
277928,8670,1
277928,3786,1
277965,398,1
277965,402,1
277965,2303,1
277965,7235,1
277965,2113,1
277965,205,1
277965,1761,1
277965,4401,1
277965,27,1
277965,1842,1
277965,28,1
277965,4264,1
277965,8025,1
277965,8733,1
277965,2830,1
277965,3173,1
278137,511,1
278137,3542,1
278137,979,1
278137,2412,1
278137,4967,1
278137,752,1
278137,14195,1
278137,7145,1
278137,7749,1
278137,7861,1
278144,10634,1
278144,6147,1
278144,1067,1
278144,1316,1
278144,101389,1
278144,5524,1
278144,28,1
278144,13535,1
278144,18336,1
278144,1442,1
278144,3824,1
278144,6462,1
278144,9910,1
278144,6844,1
278144,47,1
278144,4639,1
278144,11051,1
278144,6608,1
278144,9238,1
278144,18,1
278144,6174,1
278144,1928,1
278144,4131,1
278144,1964,1
278144,33871,1
278144,2454,1
278144,203,1
278144,19079,1
278144,28454,1
278144,3364,1
278144,9236,1
278144,5425,1
278144,11220,1
278144,38896,1
278144,28823,1
278144,8409,1
278144,17739,1
278144,655,1
278144,206,1
278144,3370,1
278144,50375,1
278144,1069,1
278144,891,1
278144,240,1
278144,3463,1
278188,2832,1
278188,2428,1
278188,732,1
278188,6463,1
278188,5923,1
278188,8270,1
278188,2223,1
278188,3120,1
278188,32471,1
278188,4589,1
278188,5202,1
278188,3663,1
278188,992,1
278188,3973,1
278188,23777,1
278188,307,1
278188,6808,1
278188,24190,1
278188,13656,1
278188,8203,1
278188,29861,1
278188,29038,1
278535,18675,1
278535,468,1
278535,543,1
278535,210,1
278535,211,1
278535,6396,1
278535,66,1
278535,12376,1
278535,19782,1
278535,2241,1
278535,9238,1
278535,9230,1
278535,15348,1
278535,8805,1
278535,7698,1
278535,9239,1
278633,5923,1
278633,4626,1
278633,1317,1
278633,14338,1
278633,756,1
278633,6821,1
278633,220,1
278633,1426,1
278633,224,1
278633,4812,1
278633,3216,1
278633,3588,1
278633,9609,1
278633,7861,1
278633,5509,1
278633,2939,1
278633,10193,1
278843,871,1
278843,732,1
278843,45302,1
278843,1840,1
278843,17554,1
278843,3536,1
278843,4710,1
278843,1056,1
278843,2707,1
278843,67,1
243,1436,1
243,3305,1
243,202,1
243,402,1
243,203,1
243,204,1
243,205,1
243,206,1
243,74,1
243,209,1
243,4128,1
243,210,1
243,211,1
243,213,1
243,216,1
243,217,1
243,218,1
243,219,1
243,220,1
243,10122,1
243,66,1
243,578,1
243,52,1
243,1395,1
243,18,1
243,6157,1
243,2759,1
243,13928,1
243,223,1
243,224,1
243,763,1
243,226,1
243,227,1
243,2616,1
243,3961,1
243,234,1
243,235,1
243,6242,1
243,236,1
243,118,1
243,240,1
383,350,1
383,269,1
383,351,1
383,353,1
383,354,1
383,357,1
383,358,1
383,362,1
383,363,1
383,367,1
383,371,1
487,566,1
487,567,1
487,565,1
487,575,1
487,47,1
487,564,1
487,562,1
487,568,1
487,571,1
487,561,1
487,570,1
507,2649,1
507,350,1
507,642,1
507,632,1
507,6949,1
507,1641,1
507,1764,1
507,996,1
507,10406,1
507,272,1
507,270,1
507,8805,1
507,631,1
507,6516,1
507,2496,1
507,9639,1
507,607,1
507,634,1
507,3067,1
507,7095,1
507,633,1
507,3042,1
507,14111,1
507,9873,1
507,628,1
638,2272,1
638,1439,1
638,304,1
638,758,1
638,47,1
638,2454,1
638,231,1
638,206,1
638,367,1
638,742,1
638,6241,1
741,967,1
741,972,1
741,3014,1
741,44,1
741,985,1
741,10819,1
741,979,1
741,544,1
741,971,1
741,963,1
741,951,1
741,964,1
741,397,1
882,1067,1
882,505,1
882,1446,1
882,511,1
882,4185,1
882,1699,1
882,7679,1
882,14199,1
882,737,1
882,80,1
882,10634,1
882,1164,1
882,6225,1
882,1700,1
882,6890,1
882,7339,1
882,1395,1
882,2465,1
882,2454,1
882,1298,1
882,224,1
882,3663,1
882,1878,1
882,1165,1
882,2616,1
882,3216,1
882,2981,1
882,4253,1
882,3587,1
882,5465,1
882,746,1
882,408,1
882,14188,1
882,1171,1
882,3510,1
882,14166,1
882,2087,1
882,1458,1
882,2707,1
882,1175,1
882,2805,1
929,1239,1
929,279,1
929,446,1
929,1256,1
929,1252,1
929,920,1
929,1269,1
929,1247,1
929,1021,1
929,3588,1
929,60,1
929,8670,1
929,1254,1
1131,508,1
1131,1436,1
1131,1440,1
1131,1444,1
1131,466,1
1131,1445,1
1131,934,1
1131,1442,1
1131,1429,1
1131,1426,1
1131,1423,1
1131,568,1
1131,1425,1
1131,553,1
1131,261,1
1131,1430,1
1131,742,1
1131,288,1
1424,1719,1
1424,1912,1
1424,2702,1
1424,357,1
1424,1726,1
1424,6907,1
1424,1018,1
1424,1709,1
1424,4661,1
1424,14256,1
1424,1113,1
1424,14316,1
1424,9447,1
1424,107,1
1424,1347,1
1424,6357,1
1435,2163,1
1435,1152,1
1435,1761,1
1435,1842,1
1435,208,1
1435,2750,1
1435,1945,1
1435,14335,1
1435,1760,1
1435,5943,1
1435,47,1
1435,920,1
1435,301,1
1435,14017,1
1435,3856,1
1435,769,1
1435,1755,1
1435,7725,1
1435,7096,1
1435,1520,1
1435,543,1
1435,5374,1
1435,5538,1
1435,13390,1
1435,14338,1
1848,52,1
1848,1020,1
1848,2303,1
1848,1842,1
1848,6607,1
1848,2118,1
1848,1093,1
1848,920,1
1848,2107,1
1848,2110,1
1848,14017,1
1848,2109,1
1848,7698,1
1848,2116,1
1848,3157,1
1848,118,1
1848,235,1
1848,1015,1
1848,2123,1
1903,2649,1
1903,15335,1
1903,3872,1
1903,91,1
1903,92,1
1903,93,1
1903,1700,1
1903,1231,1
1903,14468,1
1903,3261,1
1903,3603,1
1903,5041,1
1903,356,1
1903,3991,1
1903,11666,1
1903,245,1
1903,3885,1
1903,1461,1
1903,7612,1
1903,853,1
1903,342,1
1903,1823,1
1903,1358,1
1903,14494,1
1903,2176,1
1928,872,1
1928,44,1
1928,129,1
1928,2223,1
1928,2234,1
1928,1419,1
1928,2228,1
1928,951,1
1928,2235,1
1928,2220,1
1928,963,1
2033,2385,1
2033,2394,1
2033,8494,1
2033,7461,1
2033,358,1
2033,575,1
2033,3110,1
2033,979,1
2033,2387,1
2033,13894,1
2033,14619,1
2033,14620,1
2033,2386,1
2033,1419,1
2033,4168,1
2033,914,1
2033,2376,1
2110,14705,1
2110,731,1
2110,1135,1
2110,2904,1
2110,7776,1
2110,631,1
2110,9544,1
2110,3336,1
2110,10593,1
2110,126,1
2110,279,1
2110,14717,1
2110,107,1
2110,1079,1
2358,1819,1
2358,402,1
2358,2881,1
2358,2882,1
2358,15028,1
2358,1760,1
2358,1502,1
2358,2305,1
2358,2874,1
2358,14195,1
2358,5360,1
2358,10268,1
2358,4009,1
2358,118,1
2358,5738,1
2358,2877,1
2358,960,1
2766,2649,1
2766,871,1
2766,15104,1
2766,2062,1
2766,3140,1
2766,5036,1
2766,8084,1
2766,7324,1
2766,351,1
2766,4168,1
2766,2785,1
2766,1868,1
2766,807,1
2766,3873,1
2766,205,1
2766,2779,1
2766,162,1
2766,3177,1
2766,15126,1
2766,10919,1
2766,1701,1
2766,564,1
2766,515,1
2766,7461,1
2766,15090,1
2766,14436,1
2766,2306,1
2766,11255,1
2766,1709,1
2766,6316,1
2766,9420,1
2766,1298,1
2766,15148,1
2766,15092,1
2766,7103,1
2766,4632,1
2766,951,1
2766,6951,1
2766,8059,1
2766,8791,1
2766,2211,1
2766,9319,1
2766,1015,1
2766,2411,1
2766,735,1
2766,2707,1
2766,2628,1
2766,11045,1
2766,3180,1
2766,960,1
2766,1254,1
2793,353,1
2793,18154,1
2793,31591,1
2793,3261,1
2793,3603,1
2793,5041,1
2793,886,1
2793,1453,1
2793,363,1
2793,2524,1
2793,14624,1
2793,14619,1
2793,14620,1
2793,5420,1
2793,3588,1
2793,2776,1
2793,2028,1
2793,235,1
2793,45241,1
2891,350,1
2891,2649,1
2891,6128,1
2891,1316,1
2891,3297,1
2891,505,1
2891,186,1
2891,3023,1
2891,2829,1
2891,4987,1
2891,987,1
2891,2785,1
2891,972,1
2891,19,1
2891,2067,1
2891,468,1
2891,15219,1
2891,13707,1
2891,15182,1
2891,15203,1
2891,1928,1
2891,38,1
2891,3462,1
2891,227,1
2891,9807,1
2891,10309,1
2891,3286,1
2891,19778,1
2891,7790,1
2891,3961,1
2891,3091,1
2891,164,1
2891,550,1
2891,3242,1
2891,3276,1
2891,735,1
2891,3302,1
2891,1015,1
2891,4935,1
2891,3273,1
2891,3290,1
2977,2649,1
2977,15335,1
2977,2796,1
2977,75,1
2977,1152,1
2977,10319,1
2977,834,1
2977,15344,1
2977,15273,1
2977,9597,1
2977,356,1
2977,18,1
2977,3392,1
2977,3757,1
2977,2751,1
2977,10241,1
2977,15249,1
2977,478,1
2977,408,1
2977,3395,1
2977,3389,1
2977,1358,1
2977,3786,1
2977,5639,1
2977,1014,1
2977,2492,1
3145,1935,1
3145,353,1
3145,1880,1
3145,3485,1
3145,3511,1
3145,3513,1
3145,1760,1
3145,2028,1
3145,3507,1
3145,12937,1
3145,3509,1
3145,763,1
3145,3595,1
3145,3510,1
3145,2302,1
3145,3496,1
3145,731,1
3145,15347,1
3145,51,1
3167,652,1
3167,1498,1
3167,446,1
3167,1020,1
3167,3542,1
3167,2115,1
3167,15350,1
3167,1252,1
3167,925,1
3167,301,1
3167,3547,1
3167,1171,1
3371,1067,1
3371,4185,1
3371,529,1
3371,13535,1
3371,15966,1
3371,11970,1
3371,10438,1
3371,15988,1
3371,3772,1
3371,15090,1
3371,2306,1
3371,6890,1
3371,3764,1
3371,4967,1
3371,3506,1
3371,3758,1
3371,3757,1
3371,491,1
3371,3773,1
3371,8628,1
3371,561,1
3371,480,1
3371,10597,1
3371,735,1
3371,236,1
3371,4429,1
3371,3769,1
3371,3768,1
3371,14338,1
3373,3025,1
3373,7882,1
3373,732,1
3373,3794,1
3373,12700,1
3373,3074,1
3373,5910,1
3373,236,1
3373,3786,1
3373,1175,1
3373,3536,1
3556,3092,1
3556,7895,1
3556,1673,1
3556,91,1
3556,92,1
3556,93,1
3556,3824,1
3556,9304,1
3556,7941,1
3556,253,1
3556,126,1
3556,486,1
3556,16010,1
3556,13053,1
4017,1067,1
4017,351,1
4017,243,1
4017,2694,1
4017,1868,1
4017,8615,1
4017,193,1
4017,4626,1
4017,16195,1
4017,7479,1
4017,36,1
4017,16155,1
4017,186,1
4017,2805,1
4017,7736,1
4017,2028,1
4017,4421,1
4017,4407,1
4017,4424,1
4017,11016,1
4017,4429,1
4017,1175,1
4017,1347,1
4017,107,1
4017,2877,1
4017,2494,1
4017,67,1
4017,4417,1
4017,696,1
4092,13253,1
4092,445,1
4092,1020,1
4092,4515,1
4092,2998,1
4092,4520,1
4092,3261,1
4092,3603,1
4092,4167,1
4092,5152,1
4092,7222,1
4092,2028,1
4092,3769,1
4157,1067,1
4157,267,1
4157,1623,1
4157,4168,1
4157,511,1
4157,732,1
4157,2731,1
4157,2161,1
4157,218,1
4157,2661,1
4157,4013,1
4157,10145,1
4157,1900,1
4157,4057,1
4157,6023,1
4157,5407,1
4157,236,1
4622,3981,1
4622,505,1
4622,269,1
4622,4944,1
4622,3140,1
4622,243,1
4622,2785,1
4622,10309,1
4622,1317,1
4622,860,1
4622,1270,1
4622,4937,1
4622,22779,1
4622,4939,1
4622,90,1
4622,4934,1
4622,14511,1
4622,685,1
4622,288,1
4622,371,1
4622,4935,1
4622,2956,1
5439,505,1
5439,134,1
5439,689,1
5439,2012,1
5439,8113,1
5439,5443,1
5439,6843,1
5439,6577,1
5439,1641,1
5439,5438,1
5439,1626,1
5439,991,1
5439,1697,1
5439,5436,1
5439,2751,1
5439,94,1
5439,476,1
5439,5430,1
5483,1067,1
5483,1673,1
5483,1695,1
5483,16616,1
5483,211,1
5483,2750,1
5483,5531,1
5483,5528,1
5483,5363,1
5483,1760,1
5483,5550,1
5483,3772,1
5483,2306,1
5483,660,1
5483,5202,1
5483,5544,1
5483,5303,1
5483,363,1
5483,2618,1
5483,5530,1
5483,5540,1
5483,5538,1
5539,1067,1
5539,3444,1
5539,4185,1
5539,1868,1
5539,729,1
5539,3507,1
5539,1928,1
5539,761,1
5539,405,1
5539,38,1
5539,5630,1
5539,5624,1
5539,2294,1
5539,2707,1
5539,5639,1
5539,2805,1
5539,5638,1
5609,511,1
5609,929,1
5609,2384,1
5609,2385,1
5609,1761,1
5609,16699,1
5609,162,1
5609,5766,1
5609,5774,1
5609,2118,1
5609,5773,1
5609,4171,1
5609,217,1
5609,219,1
5609,16692,1
5609,16693,1
5609,356,1
5609,13881,1
5609,3507,1
5609,1763,1
5609,4524,1
5609,8016,1
5609,5779,1
5609,41,1
5609,1935,1
5609,10309,1
5609,12806,1
5609,5771,1
5609,5769,1
5609,5770,1
5609,5780,1
5609,6467,1
5609,3462,1
5609,1673,1
5609,1461,1
5609,126,1
5609,1013,1
5903,11783,1
5903,133,1
5903,6128,1
5903,1316,1
5903,7916,1
5903,8449,1
5903,652,1
5903,13450,1
5903,740,1
5903,1448,1
5903,39,1
5903,1183,1
5903,351,1
5903,1498,1
5903,1486,1
5903,696,1
5903,511,1
5903,2949,1
5903,3014,1
5903,2044,1
5903,3305,1
5903,1868,1
5903,402,1
5903,4057,1
5903,1459,1
5903,3873,1
5903,16722,1
5903,6879,1
5903,5923,1
5903,1040,1
5903,6039,1
5903,468,1
5903,1470,1
5903,6038,1
5903,6225,1
5903,406,1
5903,218,1
5903,5408,1
5903,5459,1
5903,1840,1
5903,2241,1
5903,2454,1
5903,223,1
5903,2709,1
5903,2298,1
5903,1786,1
5903,3757,1
5903,6283,1
5903,2155,1
5903,2751,1
5903,5405,1
5903,6261,1
5903,3981,1
5903,6048,1
5903,1094,1
5903,3302,1
5903,1427,1
5903,4429,1
5903,1358,1
5903,14316,1
5903,9447,1
5903,16716,1
5903,6037,1
5903,11045,1
5903,1347,1
5903,67,1
5903,5,1
5903,246,1
5903,6226,1
6007,2785,1
6007,1761,1
6007,4401,1
6007,27,1
6007,47,1
6007,6157,1
6007,6174,1
6007,5779,1
6007,571,1
6007,3242,1
6323,7883,1
6323,3305,1
6323,1868,1
6323,4661,1
6323,6463,1
6323,1568,1
6323,204,1
6323,6471,1
6323,2384,1
6323,2385,1
6323,1761,1
6323,1011,1
6323,2726,1
6323,4191,1
6323,17236,1
6323,17259,1
6323,6854,1
6323,6223,1
6323,5773,1
6323,578,1
6323,170,1
6323,3235,1
6323,6461,1
6323,3845,1
6323,17257,1
6323,1629,1
6323,6462,1
6323,9728,1
6323,17260,1
6323,14436,1
6323,12551,1
6323,932,1
6323,7,1
6323,17289,1
6323,640,1
6323,17275,1
6323,6457,1
6323,6467,1
6323,7941,1
6323,7095,1
6323,6808,1
6323,7631,1
6323,6473,1
6323,4101,1
6323,3364,1
6323,17244,1
6323,5371,1
6323,3954,1
6323,3370,1
6323,5523,1
6323,546,1
6323,67,1
6563,2163,1
6563,1067,1
6563,134,1
6563,15838,1
6563,17531,1
6563,10032,1
6563,7089,1
6563,2013,1
6563,4577,1
6563,731,1
6563,5036,1
6563,166,1
6563,6411,1
6563,17519,1
6563,5951,1
6563,3305,1
6563,402,1
6563,1763,1
6563,12781,1
6563,807,1
6563,3561,1
6563,249,1
6563,9827,1
6563,3982,1
6563,6815,1
6563,74,1
6563,471,1
6563,209,1
6563,15580,1
6563,1480,1
6563,2998,1
6563,4264,1
6563,6268,1
6563,1271,1
6563,1270,1
6563,3890,1
6563,217,1
6563,6821,1
6563,220,1
6563,15969,1
6563,17530,1
6563,1517,1
6563,8661,1
6563,3261,1
6563,3603,1
6563,649,1
6563,515,1
6563,12769,1
6563,3772,1
6563,15090,1
6563,2306,1
6563,9238,1
6563,6890,1
6563,5054,1
6563,8805,1
6563,631,1
6563,2305,1
6563,8802,1
6563,8934,1
6563,10840,1
6563,5202,1
6563,1762,1
6563,1297,1
6563,5405,1
6563,3961,1
6563,6261,1
6563,3037,1
6563,3140,1
6563,2956,1
6563,7759,1
6563,787,1
6563,6808,1
6563,5922,1
6563,6818,1
6563,3600,1
6563,8330,1
6563,5201,1
6563,5198,1
6563,6636,1
6563,2523,1
6563,1048,1
6563,17539,1
6563,1015,1
6563,1347,1
6563,11045,1
6563,4582,1
6563,5375,1
6563,570,1
6772,249,1
6772,6829,1
6772,404,1
6772,8809,1
6772,3119,1
6772,1039,1
6772,562,1
6772,8821,1
6772,7076,1
6772,9130,1
6772,8808,1
6772,8802,1
6772,5618,1
6772,5624,1
6772,571,1
6772,2455,1
6772,1090,1
6772,4866,1
6772,3395,1
6772,7079,1
6772,1922,1
6772,7067,1
6772,7073,1
6866,967,1
6866,7183,1
6866,5943,1
6866,7159,1
6866,7168,1
6866,113,1
6866,7174,1
6866,6968,1
6866,7160,1
6866,7161,1
6866,7181,1
6900,2785,1
6900,1326,1
6900,4128,1
6900,11051,1
6900,5031,1
6900,6785,1
6900,7168,1
6900,301,1
6900,217,1
6900,3910,1
6900,2305,1
